"","X","Date","County","State","FREQUENCY"
"1231",1231,"04/13/2020 5:00","Glades","Florida",1
"1232",1232,"04/13/2020 5:00","Hendry","Florida",3
"1233",1233,"04/13/2020 5:00","Highlands","Florida",2
"1234",1234,"04/13/2020 5:00","Hillsborough","Florida",23
"1235",1235,"04/13/2020 5:00","Holmes","Florida",2
"1236",1236,"04/13/2020 5:00","Indian River","Florida",2
"1237",1237,"04/13/2020 5:00","Lake","Florida",7
"1238",1238,"04/13/2020 5:00","Lee","Florida",20
"1239",1239,"04/13/2020 5:00","Leon","Florida",5
"1240",1240,"04/13/2020 5:00","Liberty","Florida",1
"1241",1241,"04/13/2020 5:00","Manatee","Florida",6
"1242",1242,"04/13/2020 5:00","Marion","Florida",7
"1243",1243,"04/13/2020 5:00","Martin","Florida",6
"1244",1244,"04/13/2020 5:00","Monroe","Florida",2
"1245",1245,"04/13/2020 5:00","Nassau","Florida",1
"1246",1246,"04/13/2020 5:00","Okaloosa","Florida",2
"1247",1247,"04/13/2020 5:00","Orange","Florida",28
"1248",1248,"04/13/2020 5:00","Osceola","Florida",10
"1249",1249,"04/13/2020 5:00","Palm Beach","Florida",57
"1250",1250,"04/13/2020 5:00","Pasco","Florida",7
"1251",1251,"04/13/2020 5:00","Pinellas","Florida",22
"1252",1252,"04/13/2020 5:00","Polk","Florida",16
"1253",1253,"04/13/2020 5:00","Santa Rosa","Florida",4
"1254",1254,"04/13/2020 5:00","Sarasota","Florida",2
"1255",1255,"04/13/2020 5:00","Seminole","Florida",5
"1256",1256,"04/13/2020 5:00","St. Johns","Florida",1
"1257",1257,"04/13/2020 5:00","St. Lucie","Florida",6
"1258",1258,"04/13/2020 5:00","Sumter","Florida",2
"1259",1259,"04/13/2020 5:00","Suwannee","Florida",8
"1260",1260,"04/13/2020 5:00","Volusia","Florida",10
"1261",1261,"04/14/2020 5:00","Alachua","Florida",4
"1262",1262,"04/14/2020 5:00","Bay","Florida",1
"1263",1263,"04/14/2020 5:00","Bradford","Florida",5
"1264",1264,"04/14/2020 5:00","Brevard","Florida",9
"1265",1265,"04/14/2020 5:00","Broward","Florida",73
"1266",1266,"04/14/2020 5:00","Charlotte","Florida",3
"1267",1267,"04/14/2020 5:00","Citrus","Florida",2
"1268",1268,"04/14/2020 5:00","Clay","Florida",4
"1269",1269,"04/14/2020 5:00","Collier","Florida",9
"1270",1270,"04/14/2020 5:00","Columbia","Florida",2
"1271",1271,"04/14/2020 5:00","Dade","Florida",255
"1272",1272,"04/14/2020 5:00","Duval","Florida",22
"1273",1273,"04/14/2020 5:00","Escambia","Florida",7
"1274",1274,"04/14/2020 5:00","Gadsden","Florida",1
"1275",1275,"04/14/2020 5:00","Highlands","Florida",1
"1276",1276,"04/14/2020 5:00","Hillsborough","Florida",8
"1277",1277,"04/14/2020 5:00","Lake","Florida",4
"1278",1278,"04/14/2020 5:00","Lee","Florida",18
"1279",1279,"04/14/2020 5:00","Leon","Florida",3
"1280",1280,"04/14/2020 5:00","Levy","Florida",2
"1281",1281,"04/14/2020 5:00","Manatee","Florida",13
"1282",1282,"04/14/2020 5:00","Marion","Florida",3
"1283",1283,"04/14/2020 5:00","Martin","Florida",2
"1284",1284,"04/14/2020 5:00","Nassau","Florida",1
"1285",1285,"04/14/2020 5:00","Okaloosa","Florida",3
"1286",1286,"04/14/2020 5:00","Orange","Florida",18
"1287",1287,"04/14/2020 5:00","Osceola","Florida",11
"1288",1288,"04/14/2020 5:00","Palm Beach","Florida",47
"1289",1289,"04/14/2020 5:00","Pasco","Florida",6
"1290",1290,"04/14/2020 5:00","Pinellas","Florida",8
"1291",1291,"04/14/2020 5:00","Polk","Florida",7
"1292",1292,"04/14/2020 5:00","Putnam","Florida",2
"1293",1293,"04/14/2020 5:00","Sarasota","Florida",14
"1294",1294,"04/14/2020 5:00","Seminole","Florida",3
"1295",1295,"04/14/2020 5:00","St. Johns","Florida",1
"1296",1296,"04/14/2020 5:00","St. Lucie","Florida",4
"1297",1297,"04/14/2020 5:00","Sumter","Florida",3
"1298",1298,"04/14/2020 5:00","Suwannee","Florida",4
"1299",1299,"04/14/2020 5:00","Volusia","Florida",7
"1300",1300,"04/14/2020 5:00","Wakulla","Florida",1
"1301",1301,"04/14/2020 5:00","Washington","Florida",1
"1302",1302,"04/15/2020 5:00","Alachua","Florida",5
"1303",1303,"04/15/2020 5:00","Bradford","Florida",2
"1304",1304,"04/15/2020 5:00","Brevard","Florida",14
"1305",1305,"04/15/2020 5:00","Broward","Florida",116
"1306",1306,"04/15/2020 5:00","Charlotte","Florida",1
"1307",1307,"04/15/2020 5:00","Clay","Florida",3
"1308",1308,"04/15/2020 5:00","Collier","Florida",22
"1309",1309,"04/15/2020 5:00","Columbia","Florida",4
"1310",1310,"04/15/2020 5:00","Dade","Florida",328
"1311",1311,"04/15/2020 5:00","Dixie","Florida",1
"1312",1312,"04/15/2020 5:00","Duval","Florida",25
"1313",1313,"04/15/2020 5:00","Escambia","Florida",10
"1314",1314,"04/15/2020 5:00","Flagler","Florida",1
"1315",1315,"04/15/2020 5:00","Gadsden","Florida",2
"1316",1316,"04/15/2020 5:00","Hardee","Florida",1
"1317",1317,"04/15/2020 5:00","Hendry","Florida",3
"1318",1318,"04/15/2020 5:00","Hernando","Florida",3
"1319",1319,"04/15/2020 5:00","Highlands","Florida",3
"1320",1320,"04/15/2020 5:00","Hillsborough","Florida",49
"1321",1321,"04/15/2020 5:00","Indian River","Florida",2
"1322",1322,"04/15/2020 5:00","Jefferson","Florida",9
"1323",1323,"04/15/2020 5:00","Lake","Florida",13
"1324",1324,"04/15/2020 5:00","Lee","Florida",16
"1325",1325,"04/15/2020 5:00","Leon","Florida",4
"1326",1326,"04/15/2020 5:00","Madison","Florida",2
"1327",1327,"04/15/2020 5:00","Manatee","Florida",19
"1328",1328,"04/15/2020 5:00","Marion","Florida",2
"1329",1329,"04/15/2020 5:00","Martin","Florida",4
"1330",1330,"04/15/2020 5:00","Monroe","Florida",2
"1331",1331,"04/15/2020 5:00","Nassau","Florida",3
"1332",1332,"04/15/2020 5:00","Okaloosa","Florida",9
"1333",1333,"04/15/2020 5:00","Orange","Florida",35
"1334",1334,"04/15/2020 5:00","Osceola","Florida",13
"1335",1335,"04/15/2020 5:00","Palm Beach","Florida",70
"1336",1336,"04/15/2020 5:00","Pasco","Florida",9
"1337",1337,"04/15/2020 5:00","Pinellas","Florida",19
"1338",1338,"04/15/2020 5:00","Polk","Florida",13
"1339",1339,"04/15/2020 5:00","Putnam","Florida",2
"1340",1340,"04/15/2020 5:00","Santa Rosa","Florida",3
"1341",1341,"04/15/2020 5:00","Sarasota","Florida",6
"1342",1342,"04/15/2020 5:00","Seminole","Florida",11
"1343",1343,"04/15/2020 5:00","St. Johns","Florida",4
"1344",1344,"04/15/2020 5:00","St. Lucie","Florida",8
"1345",1345,"04/15/2020 5:00","Sumter","Florida",1
"1346",1346,"04/15/2020 5:00","Suwannee","Florida",3
"1347",1347,"04/15/2020 5:00","Volusia","Florida",22
"1348",1348,"04/16/2020 5:00","Alachua","Florida",2
"1349",1349,"04/16/2020 5:00","Bay","Florida",4
"1350",1350,"04/16/2020 5:00","Bradford","Florida",2
"1351",1351,"04/16/2020 5:00","Brevard","Florida",15
"1352",1352,"04/16/2020 5:00","Broward","Florida",182
"1353",1353,"04/16/2020 5:00","Charlotte","Florida",3
"1354",1354,"04/16/2020 5:00","Citrus","Florida",8
"1355",1355,"04/16/2020 5:00","Clay","Florida",19
"1356",1356,"04/16/2020 5:00","Collier","Florida",25
"1357",1357,"04/16/2020 5:00","Columbia","Florida",2
"1358",1358,"04/16/2020 5:00","Dade","Florida",395
"1359",1359,"04/16/2020 5:00","Desoto","Florida",1
"1360",1360,"04/16/2020 5:00","Duval","Florida",33
"1361",1361,"04/16/2020 5:00","Escambia","Florida",17
"1362",1362,"04/16/2020 5:00","Flagler","Florida",6
"1363",1363,"04/16/2020 5:00","Gadsden","Florida",5
"1364",1364,"04/16/2020 5:00","Gilchrist","Florida",1
"1365",1365,"04/16/2020 5:00","Hamilton","Florida",1
"1366",1366,"04/16/2020 5:00","Hendry","Florida",2
"1367",1367,"04/16/2020 5:00","Hernando","Florida",6
"1368",1368,"04/16/2020 5:00","Highlands","Florida",1
"1369",1369,"04/16/2020 5:00","Hillsborough","Florida",40
"1370",1370,"04/16/2020 5:00","Holmes","Florida",1
"1371",1371,"04/16/2020 5:00","Indian River","Florida",4
"1372",1372,"04/16/2020 5:00","Jackson","Florida",2
"1373",1373,"04/16/2020 5:00","Jefferson","Florida",1
"1374",1374,"04/16/2020 5:00","Lake","Florida",3
"1375",1375,"04/16/2020 5:00","Lee","Florida",31
"1376",1376,"04/16/2020 5:00","Leon","Florida",9
"1377",1377,"04/16/2020 5:00","Manatee","Florida",29
"1378",1378,"04/16/2020 5:00","Marion","Florida",8
"1379",1379,"04/16/2020 5:00","Martin","Florida",2
"1380",1380,"04/16/2020 5:00","Okaloosa","Florida",3
"1381",1381,"04/16/2020 5:00","Orange","Florida",54
"1382",1382,"04/16/2020 5:00","Osceola","Florida",18
"1383",1383,"04/16/2020 5:00","Palm Beach","Florida",124
"1384",1384,"04/16/2020 5:00","Pasco","Florida",5
"1385",1385,"04/16/2020 5:00","Pinellas","Florida",35
"1386",1386,"04/16/2020 5:00","Polk","Florida",17
"1387",1387,"04/16/2020 5:00","Putnam","Florida",4
"1388",1388,"04/16/2020 5:00","Santa Rosa","Florida",11
"1389",1389,"04/16/2020 5:00","Sarasota","Florida",14
"1390",1390,"04/16/2020 5:00","Seminole","Florida",22
"1391",1391,"04/16/2020 5:00","St. Johns","Florida",3
"1392",1392,"04/16/2020 5:00","St. Lucie","Florida",12
"1393",1393,"04/16/2020 5:00","Suwannee","Florida",3
"1394",1394,"04/16/2020 5:00","Volusia","Florida",14
"1395",1395,"04/17/2020 5:00","Alachua","Florida",1
"1396",1396,"04/17/2020 5:00","Bay","Florida",2
"1397",1397,"04/17/2020 5:00","Bradford","Florida",1
"1398",1398,"04/17/2020 5:00","Brevard","Florida",14
"1399",1399,"04/17/2020 5:00","Broward","Florida",151
"1400",1400,"04/17/2020 5:00","Calhoun","Florida",1
"1401",1401,"04/17/2020 5:00","Charlotte","Florida",7
"1402",1402,"04/17/2020 5:00","Citrus","Florida",1
"1403",1403,"04/17/2020 5:00","Clay","Florida",26
"1404",1404,"04/17/2020 5:00","Collier","Florida",19
"1405",1405,"04/17/2020 5:00","Columbia","Florida",1
"1406",1406,"04/17/2020 5:00","Dade","Florida",410
"1407",1407,"04/17/2020 5:00","Desoto","Florida",1
"1408",1408,"04/17/2020 5:00","Duval","Florida",28
"1409",1409,"04/17/2020 5:00","Escambia","Florida",19
"1410",1410,"04/17/2020 5:00","Flagler","Florida",3
"1411",1411,"04/17/2020 5:00","Gadsden","Florida",2
"1412",1412,"04/17/2020 5:00","Hendry","Florida",4
"1413",1413,"04/17/2020 5:00","Hernando","Florida",4
"1414",1414,"04/17/2020 5:00","Hillsborough","Florida",15
"1415",1415,"04/17/2020 5:00","Indian River","Florida",1
"1416",1416,"04/17/2020 5:00","Jefferson","Florida",1
"1417",1417,"04/17/2020 5:00","Lake","Florida",12
"1418",1418,"04/17/2020 5:00","Lee","Florida",13
"1419",1419,"04/17/2020 5:00","Leon","Florida",3
"1420",1420,"04/17/2020 5:00","Levy","Florida",1
"1421",1421,"04/17/2020 5:00","Madison","Florida",4
"1422",1422,"04/17/2020 5:00","Manatee","Florida",36
"1423",1423,"04/17/2020 5:00","Marion","Florida",4
"1424",1424,"04/17/2020 5:00","Martin","Florida",5
"1425",1425,"04/17/2020 5:00","Monroe","Florida",1
"1426",1426,"04/17/2020 5:00","Nassau","Florida",2
"1427",1427,"04/17/2020 5:00","Okaloosa","Florida",7
"1428",1428,"04/17/2020 5:00","Okeechobee","Florida",1
"1429",1429,"04/17/2020 5:00","Orange","Florida",33
"1430",1430,"04/17/2020 5:00","Osceola","Florida",9
"1431",1431,"04/17/2020 5:00","Palm Beach","Florida",149
"1432",1432,"04/17/2020 5:00","Pasco","Florida",3
"1433",1433,"04/17/2020 5:00","Pinellas","Florida",20
"1434",1434,"04/17/2020 5:00","Polk","Florida",9
"1435",1435,"04/17/2020 5:00","Putnam","Florida",3
"1436",1436,"04/17/2020 5:00","Santa Rosa","Florida",3
"1437",1437,"04/17/2020 5:00","Sarasota","Florida",9
"1438",1438,"04/17/2020 5:00","Seminole","Florida",6
"1439",1439,"04/17/2020 5:00","St. Johns","Florida",4
"1440",1440,"04/17/2020 5:00","St. Lucie","Florida",1
"1441",1441,"04/17/2020 5:00","Sumter","Florida",8
"1442",1442,"04/17/2020 5:00","Suwannee","Florida",3
"1443",1443,"04/17/2020 5:00","Volusia","Florida",20
"1444",1444,"04/17/2020 5:00","Walton","Florida",2
"1445",1445,"04/18/2020 5:00","Alachua","Florida",4
"1446",1446,"04/18/2020 5:00","Bay","Florida",10
"1447",1447,"04/18/2020 5:00","Bradford","Florida",2
"1448",1448,"04/18/2020 5:00","Brevard","Florida",3
"1449",1449,"04/18/2020 5:00","Broward","Florida",141
"1450",1450,"04/18/2020 5:00","Charlotte","Florida",3
"1451",1451,"04/18/2020 5:00","Clay","Florida",8
"1452",1452,"04/18/2020 5:00","Collier","Florida",6
"1453",1453,"04/18/2020 5:00","Columbia","Florida",3
"1454",1454,"04/18/2020 5:00","Dade","Florida",195
"1455",1455,"04/18/2020 5:00","Duval","Florida",17
"1456",1456,"04/18/2020 5:00","Escambia","Florida",9
"1457",1457,"04/18/2020 5:00","Flagler","Florida",19
"1458",1458,"04/18/2020 5:00","Gadsden","Florida",3
"1459",1459,"04/18/2020 5:00","Hendry","Florida",8
"1460",1460,"04/18/2020 5:00","Highlands","Florida",4
"1461",1461,"04/18/2020 5:00","Hillsborough","Florida",20
"1462",1462,"04/18/2020 5:00","Holmes","Florida",1
"1463",1463,"04/18/2020 5:00","Jefferson","Florida",2
"1464",1464,"04/18/2020 5:00","Lake","Florida",7
"1465",1465,"04/18/2020 5:00","Lee","Florida",22
"1466",1466,"04/18/2020 5:00","Leon","Florida",6
"1467",1467,"04/18/2020 5:00","Levy","Florida",1
"1468",1468,"04/18/2020 5:00","Madison","Florida",1
"1469",1469,"04/18/2020 5:00","Manatee","Florida",57
"1470",1470,"04/18/2020 5:00","Marion","Florida",1
"1471",1471,"04/18/2020 5:00","Martin","Florida",4
"1472",1472,"04/18/2020 5:00","Monroe","Florida",4
"1473",1473,"04/18/2020 5:00","Okaloosa","Florida",2
"1474",1474,"04/18/2020 5:00","Orange","Florida",23
"1475",1475,"04/18/2020 5:00","Osceola","Florida",9
"1476",1476,"04/18/2020 5:00","Palm Beach","Florida",35
"1477",1477,"04/18/2020 5:00","Pasco","Florida",5
"1478",1478,"04/18/2020 5:00","Pinellas","Florida",16
"1479",1479,"04/18/2020 5:00","Polk","Florida",4
"1480",1480,"04/18/2020 5:00","Putnam","Florida",2
"1481",1481,"04/18/2020 5:00","Santa Rosa","Florida",7
"1482",1482,"04/18/2020 5:00","Sarasota","Florida",3
"1483",1483,"04/18/2020 5:00","Seminole","Florida",1
"1484",1484,"04/18/2020 5:00","St. Lucie","Florida",7
"1485",1485,"04/18/2020 5:00","Sumter","Florida",22
"1486",1486,"04/18/2020 5:00","Suwannee","Florida",2
"1487",1487,"04/18/2020 5:00","Volusia","Florida",40
"1488",1488,"04/18/2020 5:00","Walton","Florida",1
"1489",1489,"04/18/2020 5:00","Washington","Florida",1
"1490",1490,"04/19/2020 5:00","Alachua","Florida",4
"1491",1491,"04/19/2020 5:00","Bay","Florida",1
"1492",1492,"04/19/2020 5:00","Brevard","Florida",4
"1493",1493,"04/19/2020 5:00","Broward","Florida",132
"1494",1494,"04/19/2020 5:00","Charlotte","Florida",1
"1495",1495,"04/19/2020 5:00","Citrus","Florida",2
"1496",1496,"04/19/2020 5:00","Clay","Florida",23
"1497",1497,"04/19/2020 5:00","Collier","Florida",6
"1498",1498,"04/19/2020 5:00","Columbia","Florida",1
"1499",1499,"04/19/2020 5:00","Dade","Florida",304
"1500",1500,"04/19/2020 5:00","Dixie","Florida",1
"1501",1501,"04/19/2020 5:00","Duval","Florida",14
"1502",1502,"04/19/2020 5:00","Escambia","Florida",8
"1503",1503,"04/19/2020 5:00","Gadsden","Florida",2
"1504",1504,"04/19/2020 5:00","Hendry","Florida",2
"1505",1505,"04/19/2020 5:00","Hillsborough","Florida",15
"1506",1506,"04/19/2020 5:00","Indian River","Florida",1
"1507",1507,"04/19/2020 5:00","Jackson","Florida",1
"1508",1508,"04/19/2020 5:00","Lake","Florida",3
"1509",1509,"04/19/2020 5:00","Lee","Florida",23
"1510",1510,"04/19/2020 5:00","Leon","Florida",5
"1511",1511,"04/19/2020 5:00","Levy","Florida",1
"1512",1512,"04/19/2020 5:00","Madison","Florida",1
"1513",1513,"04/19/2020 5:00","Manatee","Florida",17
"1514",1514,"04/19/2020 5:00","Marion","Florida",4
"1515",1515,"04/19/2020 5:00","Martin","Florida",3
"1516",1516,"04/19/2020 5:00","Nassau","Florida",2
"1517",1517,"04/19/2020 5:00","Okaloosa","Florida",3
"1518",1518,"04/19/2020 5:00","Okeechobee","Florida",1
"1519",1519,"04/19/2020 5:00","Orange","Florida",21
"1520",1520,"04/19/2020 5:00","Osceola","Florida",5
"1521",1521,"04/19/2020 5:00","Palm Beach","Florida",35
"1522",1522,"04/19/2020 5:00","Pasco","Florida",3
"1523",1523,"04/19/2020 5:00","Pinellas","Florida",11
"1524",1524,"04/19/2020 5:00","Polk","Florida",6
"1525",1525,"04/19/2020 5:00","Putnam","Florida",2
"1526",1526,"04/19/2020 5:00","Sarasota","Florida",5
"1527",1527,"04/19/2020 5:00","Seminole","Florida",9
"1528",1528,"04/19/2020 5:00","St. Johns","Florida",3
"1529",1529,"04/19/2020 5:00","St. Lucie","Florida",3
"1530",1530,"04/19/2020 5:00","Sumter","Florida",4
"1531",1531,"04/19/2020 5:00","Suwannee","Florida",8
"1532",1532,"04/19/2020 5:00","Union","Florida",1
"1533",1533,"04/19/2020 5:00","Volusia","Florida",12
"1534",1534,"04/20/2020 5:00","Alachua","Florida",10
"1535",1535,"04/20/2020 5:00","Bay","Florida",2
"1536",1536,"04/20/2020 5:00","Brevard","Florida",7
"1537",1537,"04/20/2020 5:00","Broward","Florida",119
"1538",1538,"04/20/2020 5:00","Charlotte","Florida",3
"1539",1539,"04/20/2020 5:00","Citrus","Florida",7
"1540",1540,"04/20/2020 5:00","Clay","Florida",7
"1541",1541,"04/20/2020 5:00","Collier","Florida",6
"1542",1542,"04/20/2020 5:00","Columbia","Florida",2
"1543",1543,"04/20/2020 5:00","Dade","Florida",296
"1544",1544,"04/20/2020 5:00","Duval","Florida",25
"1545",1545,"04/20/2020 5:00","Escambia","Florida",8
"1546",1546,"04/20/2020 5:00","Flagler","Florida",2
"1547",1547,"04/20/2020 5:00","Gadsden","Florida",6
"1548",1548,"04/20/2020 5:00","Hendry","Florida",2
"1549",1549,"04/20/2020 5:00","Highlands","Florida",1
"1550",1550,"04/20/2020 5:00","Hillsborough","Florida",12
"1551",1551,"04/20/2020 5:00","Holmes","Florida",2
"1552",1552,"04/20/2020 5:00","Indian River","Florida",1
"1553",1553,"04/20/2020 5:00","Lake","Florida",3
"1554",1554,"04/20/2020 5:00","Lee","Florida",10
"1555",1555,"04/20/2020 5:00","Leon","Florida",3
"1556",1556,"04/20/2020 5:00","Madison","Florida",3
"1557",1557,"04/20/2020 5:00","Manatee","Florida",11
"1558",1558,"04/20/2020 5:00","Marion","Florida",7
"1559",1559,"04/20/2020 5:00","Martin","Florida",3
"1560",1560,"04/20/2020 5:00","Nassau","Florida",1
"1561",1561,"04/20/2020 5:00","Okaloosa","Florida",1
"1562",1562,"04/20/2020 5:00","Orange","Florida",11
"1563",1563,"04/20/2020 5:00","Osceola","Florida",3
"1564",1564,"04/20/2020 5:00","Palm Beach","Florida",92
"1565",1565,"04/20/2020 5:00","Pasco","Florida",5
"1566",1566,"04/20/2020 5:00","Pinellas","Florida",10
"1567",1567,"04/20/2020 5:00","Polk","Florida",22
"1568",1568,"04/20/2020 5:00","Santa Rosa","Florida",1
"1569",1569,"04/20/2020 5:00","Sarasota","Florida",11
"1570",1570,"04/20/2020 5:00","Seminole","Florida",2
"1571",1571,"04/20/2020 5:00","St. Johns","Florida",2
"1572",1572,"04/20/2020 5:00","St. Lucie","Florida",2
"1573",1573,"04/20/2020 5:00","Sumter","Florida",3
"1574",1574,"04/20/2020 5:00","Suwannee","Florida",3
"1575",1575,"04/20/2020 5:00","Taylor","Florida",1
"1576",1576,"04/20/2020 5:00","Volusia","Florida",16
"1577",1577,"04/20/2020 5:00","Wakulla","Florida",1
"1578",1578,"04/20/2020 5:00","Washington","Florida",1
"1579",1579,"04/21/2020 5:00","Alachua","Florida",6
"1580",1580,"04/21/2020 5:00","Brevard","Florida",3
"1581",1581,"04/21/2020 5:00","Broward","Florida",104
"1582",1582,"04/21/2020 5:00","Charlotte","Florida",1
"1583",1583,"04/21/2020 5:00","Citrus","Florida",1
"1584",1584,"04/21/2020 5:00","Clay","Florida",6
"1585",1585,"04/21/2020 5:00","Collier","Florida",11
"1586",1586,"04/21/2020 5:00","Columbia","Florida",2
"1587",1587,"04/21/2020 5:00","Dade","Florida",355
"1588",1588,"04/21/2020 5:00","Duval","Florida",9
"1589",1589,"04/21/2020 5:00","Escambia","Florida",53
"1590",1590,"04/21/2020 5:00","Flagler","Florida",1
"1591",1591,"04/21/2020 5:00","Gadsden","Florida",2
"1592",1592,"04/21/2020 5:00","Hamilton","Florida",2
"1593",1593,"04/21/2020 5:00","Hendry","Florida",9
"1594",1594,"04/21/2020 5:00","Hillsborough","Florida",5
"1595",1595,"04/21/2020 5:00","Jackson","Florida",2
"1596",1596,"04/21/2020 5:00","Lake","Florida",5
"1597",1597,"04/21/2020 5:00","Lee","Florida",13
"1598",1598,"04/21/2020 5:00","Levy","Florida",1
"1599",1599,"04/21/2020 5:00","Madison","Florida",9
"1600",1600,"04/21/2020 5:00","Manatee","Florida",9
"1601",1601,"04/21/2020 5:00","Martin","Florida",5
"1602",1602,"04/21/2020 5:00","Okaloosa","Florida",2
"1603",1603,"04/21/2020 5:00","Orange","Florida",20
"1604",1604,"04/21/2020 5:00","Osceola","Florida",9
"1605",1605,"04/21/2020 5:00","Palm Beach","Florida",117
"1606",1606,"04/21/2020 5:00","Pasco","Florida",8
"1607",1607,"04/21/2020 5:00","Pinellas","Florida",27
"1608",1608,"04/21/2020 5:00","Polk","Florida",8
"1609",1609,"04/21/2020 5:00","Putnam","Florida",8
"1610",1610,"04/21/2020 5:00","Sarasota","Florida",3
"1611",1611,"04/21/2020 5:00","Seminole","Florida",4
"1612",1612,"04/21/2020 5:00","St. Johns","Florida",1
"1613",1613,"04/21/2020 5:00","St. Lucie","Florida",3
"1614",1614,"04/21/2020 5:00","Sumter","Florida",10
"1615",1615,"04/21/2020 5:00","Suwannee","Florida",2
"1616",1616,"04/21/2020 5:00","Union","Florida",1
"1617",1617,"04/21/2020 5:00","Volusia","Florida",18
"1618",1618,"04/21/2020 5:00","Washington","Florida",3
"1619",1619,"04/22/2020 5:00","Alachua","Florida",3
"1620",1620,"04/22/2020 5:00","Baker","Florida",1
"1621",1621,"04/22/2020 5:00","Bay","Florida",2
"1622",1622,"04/22/2020 5:00","Brevard","Florida",1
"1623",1623,"04/22/2020 5:00","Broward","Florida",110
"1624",1624,"04/22/2020 5:00","Charlotte","Florida",18
"1625",1625,"04/22/2020 5:00","Clay","Florida",2
"1626",1626,"04/22/2020 5:00","Collier","Florida",7
"1627",1627,"04/22/2020 5:00","Columbia","Florida",2
"1628",1628,"04/22/2020 5:00","Dade","Florida",284
"1629",1629,"04/22/2020 5:00","Duval","Florida",18
"1630",1630,"04/22/2020 5:00","Escambia","Florida",21
"1631",1631,"04/22/2020 5:00","Gadsden","Florida",2
"1632",1632,"04/22/2020 5:00","Hamilton","Florida",1
"1633",1633,"04/22/2020 5:00","Hendry","Florida",3
"1634",1634,"04/22/2020 5:00","Highlands","Florida",1
"1635",1635,"04/22/2020 5:00","Hillsborough","Florida",5
"1636",1636,"04/22/2020 5:00","Indian River","Florida",1
"1637",1637,"04/22/2020 5:00","Lake","Florida",1
"1638",1638,"04/22/2020 5:00","Lee","Florida",27
"1639",1639,"04/22/2020 5:00","Leon","Florida",3
"1640",1640,"04/22/2020 5:00","Madison","Florida",2
"1641",1641,"04/22/2020 5:00","Manatee","Florida",7
"1642",1642,"04/22/2020 5:00","Marion","Florida",5
"1643",1643,"04/22/2020 5:00","Martin","Florida",2
"1644",1644,"04/22/2020 5:00","Nassau","Florida",2
"1645",1645,"04/22/2020 5:00","Okaloosa","Florida",3
"1646",1646,"04/22/2020 5:00","Orange","Florida",23
"1647",1647,"04/22/2020 5:00","Osceola","Florida",10
"1648",1648,"04/22/2020 5:00","Palm Beach","Florida",77
"1649",1649,"04/22/2020 5:00","Pasco","Florida",3
"1650",1650,"04/22/2020 5:00","Pinellas","Florida",10
"1651",1651,"04/22/2020 5:00","Polk","Florida",10
"1652",1652,"04/22/2020 5:00","Putnam","Florida",2
"1653",1653,"04/22/2020 5:00","Santa Rosa","Florida",2
"1654",1654,"04/22/2020 5:00","Sarasota","Florida",4
"1655",1655,"04/22/2020 5:00","Seminole","Florida",5
"1656",1656,"04/22/2020 5:00","St. Johns","Florida",1
"1657",1657,"04/22/2020 5:00","St. Lucie","Florida",7
"1658",1658,"04/22/2020 5:00","Suwannee","Florida",1
"1659",1659,"04/22/2020 5:00","Volusia","Florida",8
"1660",1660,"04/22/2020 5:00","Wakulla","Florida",1
"1661",1661,"04/23/2020 5:00","Alachua","Florida",13
"1662",1662,"04/23/2020 5:00","Baker","Florida",1
"1663",1663,"04/23/2020 5:00","Brevard","Florida",11
"1664",1664,"04/23/2020 5:00","Broward","Florida",218
"1665",1665,"04/23/2020 5:00","Charlotte","Florida",35
"1666",1666,"04/23/2020 5:00","Citrus","Florida",3
"1667",1667,"04/23/2020 5:00","Clay","Florida",3
"1668",1668,"04/23/2020 5:00","Collier","Florida",31
"1669",1669,"04/23/2020 5:00","Columbia","Florida",3
"1670",1670,"04/23/2020 5:00","Dade","Florida",349
"1671",1671,"04/23/2020 5:00","Dixie","Florida",1
"1672",1672,"04/23/2020 5:00","Duval","Florida",17
"1673",1673,"04/23/2020 5:00","Escambia","Florida",3
"1674",1674,"04/23/2020 5:00","Flagler","Florida",27
"1675",1675,"04/23/2020 5:00","Gadsden","Florida",9
"1676",1676,"04/23/2020 5:00","Hardee","Florida",3
"1677",1677,"04/23/2020 5:00","Hendry","Florida",4
"1678",1678,"04/23/2020 5:00","Hernando","Florida",1
"1679",1679,"04/23/2020 5:00","Highlands","Florida",2
"1680",1680,"04/23/2020 5:00","Hillsborough","Florida",25
"1681",1681,"04/23/2020 5:00","Holmes","Florida",1
"1682",1682,"04/23/2020 5:00","Indian River","Florida",1
"1683",1683,"04/23/2020 5:00","Jackson","Florida",2
"1684",1684,"04/23/2020 5:00","Lake","Florida",1
"1685",1685,"04/23/2020 5:00","Lee","Florida",104
"1686",1686,"04/23/2020 5:00","Leon","Florida",16
"1687",1687,"04/23/2020 5:00","Madison","Florida",3
"1688",1688,"04/23/2020 5:00","Manatee","Florida",29
"1689",1689,"04/23/2020 5:00","Marion","Florida",10
"1690",1690,"04/23/2020 5:00","Martin","Florida",6
"1691",1691,"04/23/2020 5:00","Monroe","Florida",1
"1692",1692,"04/23/2020 5:00","Nassau","Florida",1
"1693",1693,"04/23/2020 5:00","Okaloosa","Florida",6
"1694",1694,"04/23/2020 5:00","Okeechobee","Florida",1
"1695",1695,"04/23/2020 5:00","Orange","Florida",26
